age,employment_type,monthly_income,credit_score,savings,existing_loan,loan_purpose,requested_amount,tenure_years,collateral,recommended_loan_type,approved_amount,approval_status
58,Freelancer,132731,749,391179,Yes,Small Business Support,545061,9,Yes,Gold,545061,Approved
54,Freelancer,47279,715,1262896,No,Medical Emergency,560475,4,Yes,Gold,560475,Partial
43,Salaried,40469,767,1137321,Yes,Personal Need,396157,15,No,Gold,396157,Partial
62,Salaried,57365,700,1057209,No,Small Business Support,709045,13,Yes,Gold,709045,Approved
45,Salaried,106851,718,611819,Yes,Medical Emergency,761751,6,Yes,Gold,761751,Approved
33,Business,24519,578,1484323,Yes,Small Business Support,54469,13,No,Gold,4165,Rejected
38,Business,22374,820,567607,Yes,Personal Need,391572,9,No,Gold,391572,Partial
46,Business,163774,628,462252,Yes,Small Business Support,634548,9,No,Gold,634548,Partial
32,Self-Employed,24768,836,217580,Yes,Education Fees,642900,7,Yes,Gold,94246,Rejected
23,Business,45178,671,1274832,Yes,Personal Need,554145,15,Yes,Gold,554145,Partial
24,Self-Employed,125688,735,382624,No,Personal Need,134141,2,No,Gold,134141,Partial
31,Business,85335,759,793503,Yes,Personal Need,761766,2,Yes,Gold,761766,Approved
44,Business,24485,575,629242,Yes,Personal Need,637682,10,Yes,Gold,28469,Rejected
32,Salaried,157619,674,628712,No,Education Fees,451675,7,Yes,Gold,451675,Approved
34,Business,72255,571,346015,No,Medical Emergency,271237,10,No,Gold,271237,Approved
31,Salaried,37579,748,1059815,No,Education Fees,480650,6,No,Gold,480650,Partial
57,Business,36394,529,123639,No,Education Fees,277804,11,Yes,Gold,39208,Rejected
54,Business,72596,843,1294186,No,Small Business Support,172358,2,No,Gold,172358,Approved
41,Freelancer,42374,513,1426990,No,Medical Emergency,99183,12,No,Gold,99183,Partial
25,Self-Employed,36672,881,195112,Yes,Small Business Support,456051,2,Yes,Gold,456051,Partial
45,Business,24752,557,1236297,No,Small Business Support,184419,11,Yes,Gold,184419,Partial
30,Freelancer,30908,691,177991,No,Education Fees,572933,4,Yes,Gold,522649,Partial
25,Salaried,44633,893,561218,Yes,Personal Need,386508,4,Yes,Gold,386508,Partial
26,Freelancer,53933,627,1317542,Yes,Personal Need,420222,5,Yes,Gold,420222,Partial
54,Business,37077,772,952869,No,Medical Emergency,234302,2,Yes,Gold,234302,Approved
46,Freelancer,39333,662,1066764,No,Personal Need,779585,13,No,Gold,673433,Partial
62,Salaried,39742,636,1470224,No,Education Fees,705601,2,No,Gold,705601,Partial
26,Business,71159,708,1348067,No,Personal Need,131996,12,Yes,Gold,131996,Approved
29,Business,25598,704,1262090,Yes,Medical Emergency,571960,13,No,Gold,374433,Partial
29,Self-Employed,79572,688,645001,No,Medical Emergency,199583,14,Yes,Gold,199583,Approved
48,Salaried,114162,876,1125353,No,Small Business Support,412515,8,No,Gold,412515,Approved
31,Self-Employed,34813,631,887163,Yes,Medical Emergency,114759,1,Yes,Gold,21431,Rejected
24,Salaried,38658,627,57085,Yes,Small Business Support,303721,7,No,Gold,42168,Rejected
56,Business,48392,536,1157656,Yes,Small Business Support,363106,13,Yes,Gold,363106,Partial
40,Self-Employed,46224,796,1252283,No,Personal Need,288992,15,Yes,Gold,288992,Approved
45,Freelancer,164469,613,99667,No,Small Business Support,179879,14,Yes,Gold,179879,Partial
47,Business,139787,743,1253686,No,Medical Emergency,328359,14,Yes,Gold,328359,Approved
29,Freelancer,36684,646,959323,Yes,Medical Emergency,584192,6,Yes,Gold,428525,Partial
25,Freelancer,23072,859,928534,No,Education Fees,670530,7,Yes,Gold,504599,Approved
50,Freelancer,48611,720,1124017,No,Medical Emergency,633195,11,Yes,Gold,633195,Partial
31,Freelancer,71891,647,65230,No,Education Fees,214520,8,No,Gold,39902,Rejected
50,Salaried,31719,562,226000,No,Education Fees,721612,14,No,Gold,93344,Rejected
39,Self-Employed,41326,512,1218662,No,Medical Emergency,403073,12,Yes,Gold,403073,Partial
42,Business,69029,619,1099711,No,Small Business Support,704014,3,Yes,Gold,704014,Approved
57,Business,48494,675,929500,Yes,Personal Need,531240,2,Yes,Gold,531240,Partial
53,Freelancer,37211,729,748757,Yes,Personal Need,750615,1,Yes,Gold,650953,Approved
23,Business,87131,563,102575,Yes,Medical Emergency,428497,9,Yes,Gold,61795,Rejected
47,Freelancer,28164,694,864770,Yes,Personal Need,269965,13,No,Gold,269965,Partial
47,Freelancer,43411,740,153956,No,Medical Emergency,743232,4,No,Gold,589717,Partial
39,Salaried,36046,899,923859,No,Medical Emergency,566250,7,Yes,Gold,566250,Approved
33,Self-Employed,138785,578,628559,No,Personal Need,467175,11,Yes,Gold,467175,Approved
55,Salaried,23741,670,1161352,Yes,Small Business Support,275446,6,Yes,Gold,274242,Partial
42,Business,46066,767,627333,No,Education Fees,279698,10,Yes,Gold,279698,Approved
22,Business,59464,797,1226922,Yes,Personal Need,477455,13,Yes,Gold,477455,Approved
56,Self-Employed,82019,686,138687,No,Education Fees,428141,9,No,Gold,428141,Partial
61,Salaried,88546,872,421792,No,Personal Need,379728,4,No,Gold,379728,Approved
27,Self-Employed,52257,640,342981,Yes,Personal Need,273900,7,No,Gold,273900,Partial
31,Salaried,37568,625,1039597,Yes,Medical Emergency,118896,2,No,Gold,3140,Rejected
48,Salaried,62747,710,773227,Yes,Personal Need,763368,13,No,Gold,763368,Approved
44,Salaried,39297,541,389297,Yes,Medical Emergency,760928,14,No,Gold,566977,Partial
32,Self-Employed,23836,713,763863,Yes,Small Business Support,789275,11,No,Gold,190574,Rejected
46,Self-Employed,35137,660,236490,No,Education Fees,548127,1,Yes,Gold,548127,Partial
40,Freelancer,24243,803,297549,Yes,Small Business Support,372683,13,No,Gold,71306,Rejected
42,Business,84491,871,657627,No,Personal Need,439199,14,Yes,Gold,439199,Approved
51,Salaried,44611,666,1116730,No,Medical Emergency,714267,1,No,Gold,714267,Partial
31,Freelancer,31794,799,1219695,Yes,Medical Emergency,70266,9,No,Gold,70266,Partial
46,Freelancer,71187,669,180125,Yes,Medical Emergency,335671,6,No,Gold,29609,Rejected
48,Business,129885,772,150805,Yes,Medical Emergency,552818,8,No,Gold,552818,Partial
59,Salaried,86169,830,1125078,No,Medical Emergency,92084,12,Yes,Gold,92084,Approved
39,Business,143244,754,150822,No,Personal Need,458622,7,No,Gold,458622,Partial
52,Business,29340,690,872394,No,Small Business Support,583233,14,Yes,Gold,448157,Partial
58,Business,38501,705,593580,Yes,Small Business Support,105562,15,No,Gold,105562,Partial
37,Self-Employed,82411,819,1102399,Yes,Small Business Support,778582,14,No,Gold,778582,Partial
40,Freelancer,48069,782,725448,Yes,Personal Need,476380,15,No,Gold,476380,Partial
51,Self-Employed,26563,710,145349,No,Small Business Support,339756,2,No,Gold,339756,Partial
39,Salaried,45771,619,1453639,No,Working Capital,3470360,14,No,Business,767501,Partial
54,Salaried,87678,896,1422118,No,Working Capital,4855073,11,Yes,Business,1640697,Approved
51,Self-Employed,177386,716,1140548,No,Startup Capital,4798477,13,No,Business,2667745,Approved
48,Business,45984,883,620904,No,Working Capital,4870146,1,Yes,Business,1012866,Approved
50,Freelancer,59214,895,243924,No,Machinery Purchase,491971,12,Yes,Business,491971,Approved
43,Business,109076,540,913754,No,Working Capital,3288774,8,Yes,Business,2132591,Partial
41,Salaried,57175,686,225418,No,Working Capital,1824710,8,No,Business,894782,Partial
25,Salaried,49708,619,144909,Yes,Working Capital,1850675,11,Yes,Business,354398,Rejected
58,Self-Employed,73990,876,392163,No,Machinery Purchase,484149,4,No,Business,484149,Approved
53,Self-Employed,40856,578,1434681,No,Shop Expansion,2834991,13,Yes,Business,655832,Partial
61,Salaried,34775,787,692301,No,Shop Expansion,3416475,1,No,Business,510993,Approved
56,Freelancer,26798,709,1133227,Yes,Machinery Purchase,4263169,13,No,Business,412578,Partial
39,Business,146555,675,345637,No,Working Capital,1758469,13,No,Business,1758469,Partial
41,Self-Employed,131892,560,954132,No,Shop Expansion,1399780,11,No,Business,1399780,Partial
24,Salaried,37357,712,950935,Yes,Working Capital,2891772,11,No,Business,642395,Partial
49,Salaried,78177,788,144241,Yes,Machinery Purchase,4317569,12,Yes,Business,1229917,Partial
22,Business,43009,591,548456,Yes,Startup Capital,2902771,15,No,Business,615897,Partial
38,Self-Employed,76192,531,236704,Yes,Shop Expansion,4736466,12,No,Business,196602,Rejected
51,Salaried,67162,560,827511,No,Startup Capital,3348517,7,Yes,Business,1211299,Partial
46,Business,39430,753,104288,Yes,Working Capital,2645244,4,Yes,Business,588641,Partial
33,Business,26202,744,1480787,No,Startup Capital,2814698,6,No,Business,486575,Partial
55,Salaried,48406,833,596404,Yes,Shop Expansion,2558560,15,Yes,Business,928467,Partial
23,Salaried,21989,788,56833,No,Working Capital,1669522,5,No,Business,368631,Partial
49,Self-Employed,28158,833,983969,No,Machinery Purchase,3954364,12,No,Business,468843,Partial
38,Business,43734,648,322115,No,Machinery Purchase,3605990,7,Yes,Business,882772,Partial
28,Freelancer,44504,781,1375996,Yes,Working Capital,4688263,4,Yes,Business,548901,Partial
34,Salaried,33096,767,680559,Yes,Working Capital,3282419,9,No,Business,400253,Partial
28,Salaried,38724,535,377771,Yes,Shop Expansion,3741385,3,Yes,Business,498996,Partial
47,Salaried,30198,873,857005,No,Shop Expansion,4006984,10,No,Business,434696,Partial
52,Freelancer,51159,644,89442,No,Machinery Purchase,4750160,7,Yes,Business,874107,Partial
36,Self-Employed,36245,641,722616,No,Shop Expansion,2779609,8,No,Business,644840,Partial
22,Business,67193,707,829981,Yes,Shop Expansion,4763367,9,No,Business,790728,Partial
40,Salaried,82066,526,1463102,Yes,Startup Capital,914791,4,No,Business,914791,Partial
39,Freelancer,41668,728,484985,Yes,Machinery Purchase,3619763,1,No,Business,503538,Partial
31,Business,60500,586,150264,No,Shop Expansion,4802035,4,Yes,Business,1265471,Partial
41,Salaried,44016,724,133839,No,Shop Expansion,688540,11,No,Business,128535,Rejected
40,Freelancer,40618,799,324270,Yes,Machinery Purchase,1306734,14,No,Business,500749,Partial
60,Salaried,39739,893,1285996,Yes,Machinery Purchase,3577858,4,No,Business,504726,Partial
38,Business,46440,710,1236550,Yes,Machinery Purchase,697183,5,No,Business,677302,Partial
51,Salaried,47203,684,1191533,No,Machinery Purchase,1962870,4,No,Business,836159,Partial
34,Salaried,136588,710,75620,No,Startup Capital,1094044,4,Yes,Business,1094044,Partial
32,Salaried,23755,521,652325,Yes,Startup Capital,831158,10,No,Business,169113,Rejected
27,Self-Employed,108354,743,714621,No,Shop Expansion,4717329,7,No,Business,1661156,Approved
46,Salaried,30875,693,781237,No,Working Capital,4064621,13,No,Business,527179,Partial
54,Business,27059,824,1396475,Yes,Working Capital,3933743,15,No,Business,351140,Partial
25,Freelancer,81936,702,1067260,Yes,Startup Capital,2398856,5,Yes,Business,1392090,Approved
42,Salaried,27437,727,1217521,No,Working Capital,3353139,10,Yes,Business,604054,Partial
52,Salaried,59107,523,774472,Yes,Working Capital,3108834,6,No,Business,104487,Rejected
38,Self-Employed,63988,735,1060303,Yes,Shop Expansion,1573545,3,No,Business,978674,Partial
33,Salaried,55522,710,937810,Yes,Machinery Purchase,2021021,13,No,Business,620095,Partial
31,Business,33316,609,1145675,No,Shop Expansion,2598221,15,No,Business,540295,Partial
57,Freelancer,24448,754,277032,Yes,Machinery Purchase,800111,7,Yes,Business,82075,Rejected
61,Salaried,45800,711,1487286,Yes,Shop Expansion,2745711,14,No,Business,702919,Partial
58,Freelancer,66579,698,513441,No,Shop Expansion,3459763,13,Yes,Business,1085863,Approved
50,Business,137913,606,1055268,Yes,Shop Expansion,2709196,15,No,Business,1890099,Partial
59,Business,45248,591,1405407,Yes,Machinery Purchase,3843399,5,No,Business,565137,Partial
51,Salaried,165420,852,1473337,No,Startup Capital,2054426,5,Yes,Business,2054426,Approved
48,Freelancer,168994,737,900077,No,Startup Capital,1011928,13,No,Business,1011928,Partial
23,Self-Employed,72095,873,1066077,Yes,Shop Expansion,567661,8,No,Business,567661,Partial
31,Salaried,22578,670,507283,Yes,Startup Capital,4947815,3,No,Business,312422,Rejected
42,Freelancer,88359,609,1436415,Yes,Machinery Purchase,2009744,10,No,Business,1194400,Partial
59,Business,20338,679,1182883,Yes,Working Capital,2214103,12,No,Business,201343,Rejected
35,Salaried,85042,626,151252,Yes,Shop Expansion,3604450,7,Yes,Business,1079803,Partial
57,Business,80181,753,752281,Yes,Startup Capital,657041,11,Yes,Business,657041,Approved
58,Business,20856,750,314670,No,Shop Expansion,2510079,12,No,Business,325051,Partial
34,Freelancer,22700,780,1490093,Yes,Machinery Purchase,4177231,10,Yes,Business,347844,Approved
27,Freelancer,145428,651,597497,Yes,Shop Expansion,3796160,1,No,Business,2032315,Partial
27,Business,89757,725,447544,Yes,Working Capital,1044133,12,No,Business,1044133,Partial
35,Self-Employed,26536,797,1148085,Yes,Shop Expansion,819795,10,Yes,Business,352445,Partial
24,Freelancer,175088,667,836647,No,Shop Expansion,1192340,5,Yes,Business,1192340,Partial
42,Self-Employed,75815,830,134403,No,Startup Capital,2535569,9,No,Business,1424770,Partial
28,Freelancer,73694,684,328615,No,Working Capital,412006,1,Yes,Business,412006,Approved
32,Salaried,21291,544,551163,No,Shop Expansion,923292,2,No,Business,334719,Partial
40,Freelancer,20358,588,981928,Yes,Startup Capital,2097846,10,No,Business,328557,Rejected
50,Freelancer,62168,578,1241066,No,Working Capital,2867226,15,Yes,Business,1331744,Approved
56,Freelancer,88725,843,1347957,Yes,Working Capital,632856,6,No,Business,632856,Partial
38,Salaried,75307,650,189493,Yes,Shop Expansion,3455323,14,No,Business,1044415,Partial
53,Business,48298,686,1204943,No,Working Capital,1139132,14,No,Business,963357,Approved
53,Freelancer,25080,702,398782,No,Machinery Purchase,4585529,13,Yes,Business,483323,Partial
34,Self-Employed,54121,863,363980,Yes,Working Capital,2217465,10,Yes,Business,930694,Partial
52,Freelancer,23537,838,275897,No,Machinery Purchase,3831733,3,No,Business,382356,Partial
42,Freelancer,22217,715,885853,No,Shop Expansion,1294687,8,No,Business,331089,Partial
40,Business,62922,541,677116,No,Machinery Purchase,687900,8,No,Business,687900,Partial
38,Business,44559,572,1200943,Yes,Working Capital,3339369,3,No,Business,590703,Partial
44,Self-Employed,20614,753,787903,No,Shop Expansion,4381320,1,No,Business,317482,Partial
33,Salaried,124996,644,441710,No,Startup Capital,2733946,7,No,Business,1916806,Partial
61,Self-Employed,40457,725,1276725,Yes,Machinery Purchase,4153329,8,No,Business,669266,Partial
60,Salaried,49585,675,1237838,Yes,Machinery Purchase,4189479,8,No,Business,240770,Rejected
31,Freelancer,95572,783,1327711,No,Working Capital,1265592,14,No,Business,1265592,Approved
42,Salaried,52667,613,93757,Yes,Shop Expansion,4488163,7,No,Business,296987,Rejected
26,Freelancer,27476,691,483318,No,Machinery Purchase,3202364,4,No,Business,479081,Partial
23,Salaried,78852,610,1203410,No,Shop Expansion,780759,13,Yes,Business,780759,Approved
58,Business,62688,652,921648,No,Shop Expansion,3234564,3,No,Business,1122307,Partial
32,Salaried,34532,516,1069836,Yes,Startup Capital,530103,11,Yes,Business,530103,Partial
35,Freelancer,33022,642,468769,Yes,Machinery Purchase,1316396,4,Yes,Business,107766,Rejected
25,Self-Employed,36925,882,1249179,Yes,Machinery Purchase,2358886,2,Yes,Business,534099,Approved
62,Salaried,21134,691,46680,Yes,Shop Expansion,4783388,10,No,Business,501830,Rejected
30,Business,46094,766,1279427,Yes,Machinery Purchase,3581651,7,No,Business,578570,Approved
40,Self-Employed,179644,725,847254,No,Shop Expansion,586711,14,No,Business,586711,Approved
28,Self-Employed,20957,832,373028,Yes,Working Capital,3518701,2,No,Business,424577,Partial
60,Business,153654,656,395338,Yes,Startup Capital,1832730,2,No,Business,1832730,Partial
60,Salaried,45802,787,1266719,Yes,Shop Expansion,3155113,7,No,Business,599359,Partial
24,Self-Employed,43346,735,635388,No,Startup Capital,4892233,3,No,Business,563542,Partial
61,Self-Employed,66435,793,719661,No,Working Capital,856810,2,No,Business,856810,Approved
31,Salaried,28602,539,77730,No,Machinery Purchase,2742032,5,No,Business,131018,Rejected
39,Business,85821,822,394284,Yes,Startup Capital,838937,12,No,Business,838937,Approved
48,Freelancer,41953,893,313249,No,Working Capital,3327934,3,Yes,Business,695924,Approved
38,Freelancer,35950,800,344495,No,Machinery Purchase,1634651,8,Yes,Business,750261,Approved
46,Salaried,25970,515,681141,No,Shop Expansion,4541393,10,Yes,Business,454933,Partial
48,Self-Employed,127260,808,313174,Yes,Machinery Purchase,2159540,14,No,Business,2159540,Approved
33,Self-Employed,21630,839,862608,Yes,Shop Expansion,813036,4,No,Business,343786,Partial
62,Freelancer,86672,726,369790,No,Working Capital,1371998,2,Yes,Business,1371998,Approved
58,Salaried,48077,713,711209,Yes,Working Capital,1019451,11,No,Business,724046,Partial
22,Salaried,34554,891,897464,No,Working Capital,4407787,12,No,Business,753858,Approved
60,Freelancer,37056,699,569580,Yes,Machinery Purchase,2010974,5,No,Business,492660,Partial
60,Business,31042,704,1061926,No,Working Capital,4814429,4,Yes,Business,613564,Partial
53,Freelancer,27585,650,1424489,No,Shop Expansion,893463,11,No,Business,437398,Partial
56,Salaried,27349,705,931580,No,Working Capital,4014093,9,No,Business,502968,Partial
56,Salaried,120778,676,977443,Yes,Working Capital,1088101,3,Yes,Business,1088101,Partial
54,Self-Employed,60542,583,823067,No,Working Capital,2769332,6,Yes,Business,879756,Approved
34,Self-Employed,44812,745,601641,Yes,Startup Capital,767425,11,No,Business,616540,Partial
36,Salaried,26517,554,723528,Yes,Shop Expansion,1618109,10,Yes,Business,409097,Partial
23,Business,35003,752,996546,No,Shop Expansion,3600674,1,Yes,Business,576587,Approved
52,Business,24735,580,1151831,No,Shop Expansion,455339,5,No,Business,10129,Rejected
48,Freelancer,157111,793,1004467,Yes,Shop Expansion,4663832,15,Yes,Business,2903172,Approved
26,Business,67298,729,451615,No,Shop Expansion,2099663,11,Yes,Business,1348511,Approved
58,Salaried,168419,896,177918,No,Startup Capital,1522741,12,No,Business,1522741,Partial
23,Salaried,29199,897,1221519,No,Startup Capital,874559,2,Yes,Business,726717,Approved
34,Self-Employed,21471,800,223829,No,Working Capital,2235379,10,Yes,Business,315249,Partial
37,Self-Employed,21341,664,1061230,No,Machinery Purchase,3430143,7,Yes,Business,428482,Partial
43,Freelancer,83717,694,200396,No,Machinery Purchase,4547216,13,Yes,Business,1452616,Partial
49,Self-Employed,30664,593,1479074,No,Working Capital,722024,5,No,Business,544498,Partial
22,Self-Employed,125608,799,464443,Yes,Working Capital,1107578,11,No,Business,1107578,Approved
31,Salaried,39547,894,337206,Yes,Working Capital,4411458,12,No,Business,505382,Partial
31,Business,46832,632,488652,No,Working Capital,2882880,1,Yes,Business,705588,Partial
57,Freelancer,34122,639,834864,No,Machinery Purchase,1417260,5,Yes,Business,870432,Partial
53,Freelancer,86697,771,1415314,Yes,Shop Expansion,1867046,3,Yes,Business,1125436,Approved
28,Salaried,48350,651,44793,Yes,Working Capital,2180601,9,No,Business,101864,Rejected
26,Freelancer,141543,681,701649,Yes,Working Capital,4391926,2,Yes,Business,2118209,Approved
59,Business,35500,712,1408988,Yes,Startup Capital,3363619,4,Yes,Business,574323,Approved
43,Self-Employed,115162,789,1429504,No,Working Capital,1036536,1,Yes,Business,1036536,Approved
42,Self-Employed,44509,684,681743,No,Shop Expansion,1867759,5,Yes,Business,1095189,Approved
30,Self-Employed,80285,826,865544,No,Shop Expansion,1402790,13,Yes,Business,1402790,Approved
47,Freelancer,52939,774,601994,No,Machinery Purchase,1354601,13,No,Business,740456,Approved
23,Business,58258,648,1071750,Yes,Machinery Purchase,749153,14,Yes,Business,749153,Partial
59,Self-Employed,50111,868,1437483,No,Shop Expansion,3320866,7,Yes,Business,1044716,Approved
47,Freelancer,71813,717,563047,No,Startup Capital,4072632,6,No,Business,1501725,Approved
45,Salaried,24382,593,311781,No,Machinery Purchase,4469623,5,Yes,Business,468740,Partial
35,Business,58755,563,725738,Yes,Startup Capital,3792594,14,No,Business,545433,Rejected
48,Business,157851,594,403617,No,Shop Expansion,1533867,1,Yes,Business,1533867,Partial
49,Salaried,34880,717,178635,Yes,Machinery Purchase,4854615,9,Yes,Business,650106,Partial
23,Self-Employed,63003,871,974080,No,Shop Expansion,3686140,14,No,Business,1068295,Approved
55,Salaried,44800,783,808483,No,Working Capital,4255879,10,Yes,Business,945881,Approved
31,Freelancer,72157,682,1400040,Yes,Working Capital,1926155,11,No,Business,1219875,Partial
24,Business,124673,830,1346617,Yes,Machinery Purchase,3177049,15,Yes,Business,2270783,Approved
26,Business,58633,802,566711,Yes,Working Capital,3509465,9,Yes,Business,1049550,Approved
46,Business,109376,642,986096,Yes,Machinery Purchase,2799560,14,Yes,Business,1459300,Approved
59,Self-Employed,33579,620,302186,No,Working Capital,2373059,13,Yes,Business,834682,Partial
45,Freelancer,83233,507,568919,Yes,Machinery Purchase,1776152,11,Yes,Business,1049388,Partial
43,Salaried,22564,639,1466589,No,Startup Capital,2815379,2,No,Business,334805,Partial
53,Business,39708,802,909888,Yes,Shop Expansion,1914681,5,Yes,Business,601372,Approved
25,Self-Employed,50228,536,1432509,No,Shop Expansion,1095699,8,Yes,Business,1081037,Partial
45,Freelancer,48925,645,388784,Yes,Machinery Purchase,3615952,3,Yes,Business,715022,Partial
40,Salaried,56320,730,346462,Yes,Working Capital,4569766,10,Yes,Business,983943,Partial
35,Freelancer,26859,714,1180235,No,Startup Capital,2054593,10,No,Business,421144,Partial
46,Self-Employed,65675,696,794545,No,Working Capital,3236760,7,No,Business,1282691,Approved
30,Business,49835,827,546361,Yes,Startup Capital,2862870,1,Yes,Business,1017214,Approved
48,Salaried,41893,862,755974,Yes,Shop Expansion,2177323,2,Yes,Business,797116,Partial
54,Self-Employed,148094,563,272415,No,Shop Expansion,3409528,12,Yes,Business,2849687,Partial
24,Self-Employed,23725,661,873223,No,Startup Capital,3293406,13,No,Business,423350,Partial
38,Freelancer,81339,852,85715,Yes,Shop Expansion,3705211,15,No,Business,1383842,Partial
41,Salaried,39152,677,1075444,No,Working Capital,628515,11,Yes,Business,628515,Approved
56,Salaried,56048,693,588817,Yes,Working Capital,2447786,5,Yes,Business,1013068,Partial
23,Business,24485,842,703868,No,Shop Expansion,3080660,1,Yes,Business,557314,Partial
60,Freelancer,44221,510,1472426,No,Startup Capital,3897234,6,Yes,Business,1070144,Partial
37,Business,139047,808,160058,Yes,Working Capital,4258807,9,Yes,Business,2100139,Partial
56,Business,30816,860,188829,Yes,Startup Capital,4663419,7,No,Business,395441,Rejected
35,Freelancer,38648,780,1290036,No,Shop Expansion,1931711,7,No,Business,544420,Approved
31,Self-Employed,36012,662,1249973,No,Machinery Purchase,4331663,11,No,Business,472971,Partial
45,Business,39676,754,382470,No,Working Capital,4225118,1,No,Business,561813,Partial
35,Self-Employed,157919,654,971053,Yes,Working Capital,926116,1,Yes,Business,926116,Partial
34,Business,47453,613,688310,No,Startup Capital,2868654,10,Yes,Business,1045848,Partial
29,Business,49450,630,366456,Yes,Startup Capital,4884091,5,No,Business,743753,Partial
33,Salaried,49417,773,1485028,Yes,Startup Capital,1943779,13,Yes,Business,839494,Approved
56,Freelancer,112490,510,771670,Yes,Machinery Purchase,2825444,3,Yes,Business,1861493,Partial
23,Self-Employed,39951,834,1286242,No,Shop Expansion,4577545,12,Yes,Business,902527,Approved
52,Business,24832,638,78884,No,Working Capital,1553267,11,Yes,Business,226695,Rejected
43,Business,46760,552,359872,No,Machinery Purchase,3318176,7,No,Business,780942,Partial
42,Freelancer,148392,609,361833,Yes,Machinery Purchase,1826613,2,No,Business,1826613,Partial
23,Business,58542,636,308698,No,Startup Capital,2254437,6,No,Business,1010021,Partial
43,Business,48981,867,563416,Yes,Machinery Purchase,3531142,8,No,Business,793298,Approved
41,Business,41411,645,30661,No,Working Capital,3476010,11,Yes,Business,776440,Partial
36,Business,41244,779,664514,Yes,Shop Expansion,4560703,12,No,Business,524557,Approved
40,Self-Employed,33994,688,253657,No,Shop Expansion,4461938,1,No,Business,610920,Rejected
31,Business,42851,726,1225882,No,Shop Expansion,2078686,2,No,Business,861672,Partial
32,Freelancer,153148,638,367228,No,Machinery Purchase,3215175,3,No,Business,3021825,Partial
32,Business,176891,574,844309,No,Working Capital,1907704,4,Yes,Business,1907704,Approved
36,Freelancer,57471,608,598017,No,Startup Capital,3078524,5,Yes,Business,1252616,Partial
44,Salaried,24783,735,1290432,No,Machinery Purchase,4762593,10,No,Business,484890,Partial
25,Business,69119,862,469225,No,Shop Expansion,3994033,8,Yes,Business,1476798,Approved
61,Freelancer,47792,801,1229292,Yes,Shop Expansion,1965632,5,Yes,Business,733462,Approved
34,Freelancer,24123,588,936639,No,Startup Capital,3656736,11,Yes,Business,520121,Partial
36,Business,160146,588,91210,Yes,Working Capital,949849,12,No,Business,218830,Rejected
56,Freelancer,27190,644,730594,No,Shop Expansion,1332476,10,No,Business,586546,Partial
27,Freelancer,37353,626,1334564,No,Working Capital,1264993,12,No,Business,509399,Partial
26,Freelancer,20685,797,1122956,No,Machinery Purchase,915649,11,No,Business,297631,Approved
54,Business,45154,726,478721,Yes,Working Capital,2904565,1,No,Business,560784,Partial
39,Salaried,132193,841,1181223,No,Working Capital,3046526,12,Yes,Business,2479705,Approved
51,Self-Employed,33570,834,1049630,No,Startup Capital,3421975,14,Yes,Business,815724,Approved
24,Salaried,152840,627,406811,Yes,Startup Capital,1873153,8,Yes,Business,1873153,Partial
55,Self-Employed,84200,818,1451447,No,Startup Capital,736159,7,No,Business,736159,Approved
31,Freelancer,28034,662,701962,No,Startup Capital,890377,9,Yes,Business,448310,Partial
33,Self-Employed,22787,729,599908,No,Startup Capital,3103981,4,Yes,Business,375183,Partial
57,Self-Employed,23843,761,301352,Yes,Shop Expansion,4192779,6,No,Business,312540,Partial
22,Salaried,36492,645,231729,No,Startup Capital,4185430,1,No,Business,533259,Partial
42,Salaried,84647,690,1362287,No,Shop Expansion,542414,8,Yes,Business,542414,Approved
53,Business,27211,681,359218,Yes,Shop Expansion,3097237,2,Yes,Business,466747,Partial
44,Salaried,70180,548,94069,Yes,Machinery Purchase,2494637,4,Yes,Business,991851,Partial
32,Self-Employed,44775,535,1145525,No,Machinery Purchase,572363,12,No,Business,572363,Partial
36,Salaried,39483,657,1230179,Yes,Machinery Purchase,861404,7,Yes,Business,493761,Partial
26,Freelancer,35381,664,1304379,Yes,Shop Expansion,733596,12,Yes,Business,636943,Partial
53,Self-Employed,33524,729,730185,Yes,Machinery Purchase,1930967,6,No,Business,413059,Partial
59,Business,35683,568,619921,No,Machinery Purchase,3000571,12,No,Business,721142,Partial
39,Salaried,38498,843,997969,No,Shop Expansion,4666215,2,No,Business,934818,Approved
31,Salaried,27482,740,83328,Yes,Working Capital,4927897,10,No,Business,281159,Rejected
25,Salaried,94885,893,603617,Yes,Working Capital,666795,1,No,Business,666795,Approved
31,Freelancer,25334,817,995488,No,Shop Expansion,1159888,13,Yes,Business,639228,Partial
33,Self-Employed,123425,675,1269951,No,Shop Expansion,3185945,14,Yes,Business,2169455,Partial
24,Freelancer,26213,702,99304,Yes,Startup Capital,1692635,5,No,Business,281239,Rejected
45,Self-Employed,32389,721,209057,Yes,Shop Expansion,4147344,9,Yes,Business,466365,Partial
41,Salaried,145837,728,1201386,Yes,Startup Capital,500280,15,No,Business,500280,Partial
49,Salaried,143248,502,249870,No,Working Capital,4048919,14,Yes,Business,3032711,Partial
33,Salaried,33949,850,979178,No,Shop Expansion,3486312,3,No,Business,667769,Approved
25,Self-Employed,66107,691,1486083,Yes,Startup Capital,3915311,5,Yes,Business,1024866,Approved
23,Business,152672,605,960351,No,Shop Expansion,3187565,15,No,Business,3187565,Partial
