age,employment_type,monthly_income,credit_score,savings,existing_loan,loan_purpose,requested_amount,tenure_years,collateral,recommended_loan_type,approved_amount,approval_status
39,Student,42505,509,437591,No,Buy House,4048938,16,Yes,Home,861022,Partial
32,Self-Employed,42381,664,499686,No,Buy House,2179366,23,Yes,Home,887585,Partial
59,Salaried,32015,831,63070,No,Construction,4773331,21,Yes,Home,761835,Partial
48,Salaried,28610,891,770030,No,Renovation,1815112,13,Yes,Home,650455,Approved
33,Business,67889,634,1022186,Yes,Construction,1771818,22,Yes,Home,870526,Partial
29,Business,21965,602,256459,No,Plot Purchase,1949757,19,Yes,Home,600297,Partial
34,Self-Employed,65673,613,381586,No,Renovation,1864980,18,Yes,Home,1382314,Approved
53,Salaried,28095,826,778587,Yes,Buy House,4422796,9,No,Home,578295,Partial
22,Self-Employed,62245,678,491274,Yes,Renovation,2824511,16,No,Home,752731,Partial
59,Salaried,38405,599,325269,Yes,Construction,3155801,12,No,Home,358070,Rejected
40,Student,141593,650,1194798,Yes,Buy House,4907696,16,No,Home,2058373,Partial
25,Student,58889,873,1096925,Yes,Renovation,2404460,11,No,Home,1048896,Approved
42,Business,39587,685,415004,Yes,Renovation,3832372,25,No,Home,545377,Rejected
32,Salaried,78710,632,451455,No,Skill Course,615131,6,No,Education,615131,Partial
57,Business,24795,610,549605,Yes,Higher Studies,239557,13,No,Education,32443,Rejected
50,Student,33778,506,916967,No,PhD,1016816,20,Yes,Education,595638,Partial
28,Student,51786,508,601657,Yes,Abroad Studies,1743895,18,No,Education,107422,Rejected
23,Salaried,31062,791,615985,No,Abroad Studies,1396694,8,Yes,Education,734093,Approved
36,Self-Employed,39140,629,380379,No,Abroad Studies,291213,7,Yes,Education,291213,Partial
36,Business,35057,765,482089,No,Abroad Studies,1507527,4,Yes,Education,806319,Approved
45,Business,23288,825,951414,No,PhD,148290,5,No,Education,148290,Partial
48,Student,36352,650,947338,Yes,Higher Studies,1360290,12,Yes,Education,492651,Partial
34,Student,28983,638,504222,No,Higher Studies,1539678,20,No,Education,11471,Rejected
45,Student,20671,693,953919,No,Skill Course,830291,3,No,Education,68120,Rejected
51,Self-Employed,47972,667,1133454,Yes,Skill Course,200618,2,No,Education,200618,Partial
26,Salaried,37211,836,332537,No,Skill Course,1926637,5,No,Education,699500,Partial
54,Salaried,23023,867,388981,No,PhD,1976787,18,No,Education,502578,Partial
33,Salaried,23326,701,394825,Yes,Skill Course,1616678,25,No,Education,128789,Rejected
21,Student,75112,705,63448,Yes,Abroad Studies,201385,13,Yes,Education,201385,Partial
59,Student,29151,659,387305,Yes,Abroad Studies,1442462,23,Yes,Education,300,Rejected
39,Business,36054,822,1174095,No,Skill Course,1749168,17,No,Education,882778,Approved
47,Self-Employed,36375,504,453886,Yes,Skill Course,342296,20,No,Education,3129,Rejected
41,Business,20525,700,328638,No,Skill Course,931228,19,Yes,Education,422935,Partial
49,Student,35281,816,449271,No,Higher Studies,614569,5,No,Education,614569,Partial
39,Student,35240,888,928868,Yes,Skill Course,1821959,20,No,Education,554736,Partial
51,Salaried,26339,665,368012,Yes,Skill Course,225592,4,Yes,Education,24331,Rejected
22,Business,46165,809,704813,No,Higher Studies,1952903,12,Yes,Education,1268019,Approved
53,Salaried,67957,865,1081049,Yes,Skill Course,1485412,5,No,Education,1280488,Approved
30,Self-Employed,56434,549,598310,No,Higher Studies,735248,8,Yes,Education,735248,Partial
57,Self-Employed,47063,830,1167259,No,Higher Studies,442656,7,Yes,Education,442656,Approved
25,Self-Employed,25426,847,259572,Yes,Skill Course,1393519,22,No,Education,545050,Partial
37,Student,60700,686,1110620,No,Abroad Studies,1809035,20,Yes,Education,1173030,Partial
53,Student,43733,734,649863,No,Abroad Studies,1871020,4,Yes,Education,984223,Partial
30,Salaried,66576,696,858547,No,Skill Course,270140,19,No,Education,270140,Partial
25,Student,87459,705,926321,Yes,Higher Studies,799999,14,No,Education,799999,Partial
52,Business,33281,631,620766,Yes,Skill Course,433849,20,Yes,Education,433849,Partial
27,Salaried,44164,569,918719,No,Higher Studies,104377,3,Yes,Education,104377,Partial
44,Student,52868,539,712357,Yes,Higher Studies,1388413,2,Yes,Education,858816,Partial
31,Business,66069,575,631169,Yes,Abroad Studies,236194,20,No,Education,236194,Partial
53,Salaried,27333,729,845005,No,PhD,1799261,22,Yes,Education,551896,Partial
39,Business,27704,800,704950,Yes,Abroad Studies,1574789,8,No,Education,275056,Partial
28,Self-Employed,34710,592,174019,No,Skill Course,1314817,25,No,Education,64287,Rejected
56,Student,107496,888,90959,No,Abroad Studies,823697,6,No,Education,823697,Partial
37,Business,36305,651,698595,No,PhD,1480774,5,No,Education,96449,Rejected
21,Self-Employed,134500,542,330730,Yes,PhD,682719,5,Yes,Education,682719,Partial
21,Student,76222,807,25740,Yes,Abroad Studies,409971,16,Yes,Education,409971,Approved
53,Student,49149,676,432428,No,PhD,1608077,25,Yes,Education,1142405,Approved
23,Student,33347,702,151697,No,Abroad Studies,760979,14,No,Education,10147,Rejected
35,Student,20140,606,485150,No,Higher Studies,1001797,8,No,Education,71731,Rejected
55,Business,48460,884,662156,Yes,Skill Course,1735096,16,Yes,Education,1187014,Approved
45,Student,41499,688,920727,Yes,PhD,143391,11,Yes,Education,8460,Rejected
31,Student,63618,554,448014,Yes,Skill Course,749052,12,Yes,Education,749052,Partial
28,Salaried,88649,790,395328,Yes,Skill Course,354676,25,No,Education,354676,Approved
60,Student,61674,811,389934,No,Higher Studies,1400951,7,No,Education,1400951,Approved
42,Self-Employed,42594,662,756902,Yes,PhD,317200,11,No,Education,41778,Rejected
51,Salaried,109721,847,1189073,No,Skill Course,517570,13,No,Education,517570,Approved
57,Student,41776,887,730359,No,Skill Course,1907759,24,Yes,Education,991685,Approved
59,Salaried,35513,671,734506,Yes,Skill Course,615978,20,Yes,Education,561786,Partial
23,Salaried,29837,756,561655,No,Skill Course,1882027,5,No,Education,745518,Approved
44,Salaried,44203,603,74835,No,Higher Studies,1923483,11,Yes,Education,52493,Rejected
44,Salaried,28657,802,279474,Yes,Higher Studies,585531,19,Yes,Education,553766,Partial
56,Salaried,67988,897,1165180,No,Higher Studies,1977634,18,No,Education,1425616,Approved
47,Salaried,58817,756,164174,Yes,Higher Studies,1969406,19,Yes,Education,848101,Approved
46,Salaried,39361,784,191985,No,Higher Studies,1422965,6,Yes,Education,884820,Partial
29,Self-Employed,76942,851,520352,No,Abroad Studies,1133167,1,No,Education,1133167,Approved
45,Self-Employed,59592,652,883068,No,Higher Studies,1582485,9,Yes,Education,1186611,Approved
21,Salaried,26264,897,288836,Yes,Abroad Studies,377764,21,Yes,Education,377764,Partial
23,Salaried,54357,791,256167,Yes,Higher Studies,1840574,21,Yes,Education,798973,Approved
49,Self-Employed,41232,815,701808,No,PhD,1490662,13,No,Education,928863,Partial
45,Student,41818,890,529122,No,PhD,202620,16,No,Education,202620,Partial
24,Salaried,67180,653,251560,No,Skill Course,471321,5,No,Education,471321,Partial
54,Salaried,31398,629,962340,Yes,PhD,919136,23,No,Education,34992,Rejected
22,Self-Employed,62602,671,1088913,Yes,Skill Course,1194772,4,No,Education,867283,Partial
54,Student,50666,513,525887,No,Abroad Studies,1416003,9,Yes,Education,1083042,Approved
22,Student,75222,673,735750,Yes,Abroad Studies,327470,16,Yes,Education,327470,Partial
38,Self-Employed,71950,875,768447,Yes,Abroad Studies,1967004,13,No,Education,1238573,Approved
43,Business,67449,630,923501,Yes,Higher Studies,1285224,23,Yes,Education,1073130,Partial
34,Business,44202,587,1170430,No,Abroad Studies,1647749,23,Yes,Education,738602,Partial
37,Salaried,133627,535,963376,Yes,Abroad Studies,1382983,3,No,Education,126463,Rejected
23,Business,67730,596,33330,No,Skill Course,309911,7,No,Education,37727,Rejected
38,Salaried,31434,836,1186618,Yes,Higher Studies,1499426,1,Yes,Education,583290,Approved
35,Salaried,56418,771,298141,No,PhD,573170,15,Yes,Education,573170,Approved
34,Student,78842,896,925597,Yes,Abroad Studies,1093483,23,Yes,Education,1093483,Approved
55,Self-Employed,79259,611,350373,Yes,PhD,327414,3,Yes,Education,327414,Approved
38,Student,55158,873,1137462,Yes,Abroad Studies,1381252,15,No,Education,781104,Approved
34,Salaried,29684,669,994899,Yes,Abroad Studies,1989179,19,Yes,Education,59330,Rejected
56,Business,41287,695,303573,Yes,Abroad Studies,1775504,17,Yes,Education,514027,Partial
59,Salaried,38097,567,1147358,Yes,Skill Course,1251142,9,No,Education,128583,Rejected
34,Self-Employed,57226,743,1106230,Yes,Higher Studies,985254,20,No,Education,43157,Rejected
38,Student,45083,503,70766,Yes,Abroad Studies,1688715,3,No,Education,51516,Rejected
49,Student,40671,875,74193,Yes,PhD,1509660,12,No,Education,151971,Rejected
39,Student,37883,874,1152490,No,Higher Studies,415783,10,No,Education,415783,Partial
60,Salaried,35364,555,1000025,Yes,Higher Studies,1488392,2,Yes,Education,622959,Partial
42,Salaried,36904,620,869731,No,Abroad Studies,966065,19,Yes,Education,876634,Partial
41,Student,62000,622,807114,Yes,PhD,211226,18,Yes,Education,211226,Approved
60,Business,75773,880,1122728,Yes,Higher Studies,661639,5,Yes,Education,661639,Approved
37,Salaried,79991,601,568631,No,PhD,1145319,21,Yes,Education,1145319,Approved
33,Salaried,27937,508,316749,No,Abroad Studies,1194133,20,No,Education,63626,Rejected
47,Self-Employed,43764,831,468526,Yes,Higher Studies,1068811,10,No,Education,766359,Partial
45,Self-Employed,44585,638,108749,Yes,Skill Course,812886,13,Yes,Education,6098,Rejected
26,Business,33473,795,1095797,Yes,Higher Studies,872531,25,Yes,Education,545597,Approved
32,Student,24399,707,149037,No,Higher Studies,1888798,2,No,Education,109543,Rejected
43,Self-Employed,58445,714,276230,No,Abroad Studies,1790195,24,Yes,Education,1117142,Partial
50,Business,75801,506,436533,Yes,Abroad Studies,1133017,19,Yes,Education,1087361,Partial
35,Salaried,78011,509,195878,No,PhD,299874,25,No,Education,299874,Partial
56,Salaried,26056,604,81652,Yes,Higher Studies,1252889,11,No,Education,3439,Rejected
36,Business,40867,788,614855,Yes,Higher Studies,1950277,24,No,Education,561710,Partial
43,Self-Employed,52499,610,278313,No,Abroad Studies,585175,4,No,Education,585175,Partial
22,Self-Employed,63346,592,350674,Yes,Higher Studies,603615,20,Yes,Education,603615,Approved
25,Salaried,21195,796,292739,No,Skill Course,1422208,24,Yes,Education,474062,Approved
52,Business,45910,853,221295,Yes,PhD,1736421,24,Yes,Education,1161516,Partial
24,Self-Employed,33036,743,77188,No,Higher Studies,771881,5,No,Education,57305,Rejected
37,Student,46784,671,404625,No,PhD,1413610,19,Yes,Education,984687,Approved
30,Self-Employed,114575,606,262910,Yes,PhD,1736288,10,Yes,Education,1583878,Partial
56,Self-Employed,26945,648,280334,Yes,PhD,1549358,4,No,Education,193065,Rejected
57,Salaried,59364,720,53078,No,PhD,1685905,9,Yes,Education,1420716,Partial
45,Student,71029,874,976725,Yes,Abroad Studies,1222531,17,No,Education,1222531,Approved
57,Self-Employed,38525,502,1069495,No,Abroad Studies,1967597,19,Yes,Education,769201,Partial
35,Student,75437,824,1194087,Yes,PhD,425060,14,Yes,Education,425060,Approved
47,Salaried,55699,800,1197885,Yes,Skill Course,1505399,17,Yes,Education,1051547,Approved
54,Self-Employed,68388,793,26442,No,Abroad Studies,1992152,14,Yes,Education,1387815,Approved
30,Business,31754,619,930469,No,PhD,822924,3,No,Education,694733,Partial
34,Salaried,46500,687,325591,Yes,Skill Course,1673748,17,No,Education,140009,Rejected
46,Self-Employed,46092,851,590218,Yes,PhD,1677756,1,Yes,Education,751925,Approved
53,Business,79732,737,135659,Yes,Abroad Studies,257405,25,No,Education,21944,Rejected
22,Salaried,129178,679,605623,Yes,Skill Course,213924,10,Yes,Education,213924,Approved
54,Self-Employed,64527,881,321251,Yes,Abroad Studies,1436940,24,No,Education,1097375,Approved
49,Business,32803,591,961673,Yes,PhD,1508014,24,No,Education,291223,Rejected
26,Business,77067,650,120023,Yes,Skill Course,147678,19,Yes,Education,147678,Partial
37,Salaried,106010,630,207038,Yes,Abroad Studies,524921,11,No,Education,61235,Rejected
55,Salaried,26714,763,233189,Yes,Higher Studies,896560,20,Yes,Education,371988,Partial
53,Student,36244,645,808489,Yes,PhD,255893,7,Yes,Education,255893,Partial
31,Student,48315,666,110180,Yes,Skill Course,210939,14,No,Education,6659,Rejected
46,Business,24645,848,1096658,Yes,Higher Studies,1848936,6,Yes,Education,553075,Approved
58,Self-Employed,26336,720,900526,Yes,PhD,1744994,19,No,Education,121440,Rejected
55,Self-Employed,77790,670,687820,No,Abroad Studies,1300462,1,No,Education,1300462,Partial
58,Business,23899,690,148112,No,PhD,1186906,16,Yes,Education,200418,Rejected
21,Business,22764,764,398428,Yes,Skill Course,1513235,21,No,Education,257872,Partial
44,Salaried,67665,747,575553,No,Higher Studies,1196469,19,Yes,Education,1196469,Approved
41,Business,85169,669,583121,Yes,Higher Studies,432056,14,No,Education,432056,Partial
42,Salaried,110121,859,928383,No,Abroad Studies,725239,17,No,Education,725239,Approved
56,Salaried,59292,681,1164399,No,PhD,292236,25,Yes,Education,292236,Approved
55,Business,35650,598,411666,Yes,Skill Course,897857,20,No,Education,164578,Rejected
50,Business,66138,620,935332,No,Abroad Studies,771332,23,Yes,Education,771332,Approved
55,Student,50022,624,518035,No,Higher Studies,1491607,2,No,Education,981450,Partial
60,Student,68652,586,281778,Yes,Skill Course,1887783,9,Yes,Education,904225,Partial
54,Business,32912,545,636906,Yes,Abroad Studies,1533457,21,Yes,Education,640424,Partial
35,Self-Employed,49540,747,733421,No,Higher Studies,1535436,6,No,Education,871182,Partial
51,Self-Employed,125004,674,380410,No,Abroad Studies,820004,19,Yes,Education,820004,Approved
53,Salaried,32819,604,1046832,No,Higher Studies,1379019,13,No,Education,150630,Rejected
37,Self-Employed,30047,751,1094392,Yes,PhD,445641,4,No,Education,406353,Partial
42,Self-Employed,21235,546,460791,No,Skill Course,715828,10,Yes,Education,422490,Partial
33,Salaried,25685,714,469771,No,Abroad Studies,1775212,16,Yes,Education,506206,Partial
22,Student,99620,885,248809,No,Higher Studies,1728089,25,Yes,Education,1728089,Approved
54,Salaried,67162,608,296057,No,Skill Course,372159,1,No,Education,372159,Partial
43,Business,24484,863,917899,No,PhD,1761564,2,No,Education,515069,Approved
31,Self-Employed,31071,695,606392,No,Skill Course,1770596,24,No,Education,151012,Rejected
32,Self-Employed,40132,742,917806,No,Higher Studies,1950715,1,Yes,Education,770023,Partial
44,Self-Employed,48783,631,294995,Yes,Higher Studies,536928,11,No,Education,68391,Rejected
34,Business,25968,793,655987,No,PhD,1329840,17,No,Education,473462,Approved
35,Business,40883,795,886709,Yes,Abroad Studies,868174,24,Yes,Education,707731,Approved
25,Self-Employed,55665,748,300443,Yes,Abroad Studies,1372088,3,Yes,Education,1059682,Partial
40,Salaried,44192,511,1109660,Yes,PhD,435860,14,No,Education,3175,Rejected
55,Self-Employed,63240,612,976358,Yes,PhD,1073626,6,No,Education,911176,Partial
56,Student,32416,573,88563,No,PhD,901977,5,Yes,Education,144015,Rejected
32,Business,141443,558,471031,Yes,Abroad Studies,1857121,15,Yes,Education,1857121,Partial
57,Self-Employed,78887,512,915693,No,Skill Course,595498,22,Yes,Education,595498,Approved
44,Self-Employed,78040,773,691515,No,Higher Studies,1125723,9,No,Education,1125723,Approved
35,Self-Employed,59498,603,717563,No,Higher Studies,478453,9,No,Education,478453,Partial
58,Business,38711,508,359926,Yes,PhD,1693302,11,Yes,Education,611475,Partial
41,Self-Employed,38294,853,529664,Yes,Higher Studies,382520,5,Yes,Education,382520,Approved
24,Self-Employed,48946,597,1182262,No,PhD,832562,20,No,Education,832562,Partial
44,Student,40887,719,147676,Yes,Skill Course,733557,7,Yes,Education,84078,Rejected
28,Business,47367,774,216228,Yes,Abroad Studies,1734143,25,Yes,Education,704566,Approved
33,Business,48437,770,138884,Yes,PhD,273325,1,No,Education,273325,Partial
59,Salaried,21586,759,262346,Yes,PhD,960066,6,Yes,Education,336563,Approved
28,Salaried,32536,617,398970,Yes,PhD,385184,4,Yes,Education,385184,Partial
49,Self-Employed,40413,775,97642,No,PhD,897512,19,Yes,Education,653261,Partial
32,Business,71796,854,237326,Yes,Abroad Studies,310677,25,No,Education,310677,Partial
46,Self-Employed,81146,642,302348,Yes,PhD,370128,20,No,Education,48067,Rejected
43,Business,52164,888,22592,Yes,Abroad Studies,1734140,23,No,Education,1055664,Partial
35,Business,29026,545,1172793,No,PhD,743710,18,No,Education,19647,Rejected
30,Salaried,35789,829,278186,No,PhD,584036,20,Yes,Education,584036,Approved
60,Salaried,43643,831,913803,Yes,Abroad Studies,365253,14,Yes,Education,365253,Approved
27,Student,48313,587,35891,Yes,Higher Studies,623653,23,No,Education,119010,Rejected
46,Business,45179,815,907491,No,Skill Course,1028644,20,Yes,Education,1028644,Approved
32,Self-Employed,47576,532,988351,No,Higher Studies,1263796,1,Yes,Education,1214719,Partial
53,Salaried,20873,826,1181493,Yes,PhD,679170,4,No,Education,338175,Partial
23,Salaried,46618,814,959023,Yes,Higher Studies,818733,5,Yes,Education,799858,Approved
23,Business,28077,591,500644,No,Skill Course,857325,3,Yes,Education,541848,Partial
46,Self-Employed,26440,572,932462,Yes,PhD,993194,12,No,Education,53624,Rejected
28,Salaried,41988,772,864271,Yes,PhD,1965702,15,No,Education,508759,Partial
43,Salaried,47220,560,59805,Yes,PhD,969907,2,No,Education,164321,Rejected
58,Salaried,76054,557,1038489,No,Higher Studies,141204,4,No,Education,141204,Partial
56,Salaried,68446,882,585300,Yes,Higher Studies,764096,11,Yes,Education,764096,Approved
53,Salaried,59753,874,1062087,No,Abroad Studies,1459010,20,No,Education,1207112,Approved
28,Business,38236,747,881692,No,Abroad Studies,1117025,4,Yes,Education,948483,Partial
57,Student,47227,541,936232,Yes,Higher Studies,1380408,7,No,Education,636386,Partial
37,Self-Employed,77792,890,312692,Yes,Higher Studies,1181231,7,No,Education,1181231,Approved
31,Salaried,21799,890,77523,No,Abroad Studies,874639,4,Yes,Education,717356,Approved
26,Business,146015,795,1085809,Yes,Skill Course,737773,3,No,Education,737773,Approved
43,Self-Employed,34429,816,937855,Yes,Higher Studies,1802615,18,Yes,Education,517770,Partial
51,Student,23070,767,416182,No,Skill Course,1349232,19,Yes,Education,433368,Approved
26,Self-Employed,36373,872,587103,Yes,Abroad Studies,1071734,20,No,Education,716985,Partial
51,Salaried,39295,692,267283,No,Higher Studies,843671,3,No,Education,673643,Partial
36,Self-Employed,42091,897,1180168,Yes,Skill Course,324413,11,No,Education,324413,Partial
46,Self-Employed,21480,828,613577,No,Skill Course,1383045,13,Yes,Education,443616,Approved
40,Self-Employed,20380,543,234349,No,Skill Course,1316342,5,Yes,Education,65566,Rejected
21,Self-Employed,33111,665,498050,Yes,Skill Course,928770,14,Yes,Education,525704,Partial
54,Business,52234,680,152980,Yes,Abroad Studies,1839999,10,Yes,Education,130172,Rejected
43,Self-Employed,106814,748,507900,Yes,Higher Studies,816657,16,No,Education,816657,Partial
37,Student,23093,700,65992,Yes,Skill Course,1139331,12,No,Education,112438,Rejected
41,Salaried,72840,604,893234,No,PhD,1980255,3,No,Education,1320000,Partial
37,Salaried,49738,823,988307,Yes,Higher Studies,1028725,4,No,Education,884679,Approved
27,Self-Employed,70400,550,809644,No,Abroad Studies,1565659,18,No,Education,1420025,Partial
40,Business,42566,744,706453,No,Skill Course,1785227,19,No,Education,314105,Rejected
32,Salaried,75594,647,536730,No,Skill Course,337792,23,Yes,Education,337792,Partial
24,Self-Employed,67624,863,848135,Yes,Abroad Studies,961488,14,No,Education,961488,Approved
41,Student,32418,607,71953,No,Skill Course,475238,5,No,Education,49157,Rejected
38,Business,33449,555,569728,Yes,Skill Course,988334,1,No,Education,140907,Rejected
22,Business,60110,777,423256,Yes,Abroad Studies,1897337,14,Yes,Education,846356,Approved
45,Self-Employed,56040,807,626476,Yes,Skill Course,1365946,4,No,Education,725240,Approved
48,Self-Employed,53881,537,399676,No,PhD,751409,14,No,Education,751409,Partial
25,Business,22590,590,229536,Yes,PhD,225763,12,No,Education,983,Rejected
27,Business,32978,664,1191950,Yes,Abroad Studies,1311817,7,Yes,Education,559203,Partial
21,Student,43536,634,364163,No,Higher Studies,445241,3,Yes,Education,445241,Partial
51,Student,31328,819,1136292,Yes,Abroad Studies,872791,15,No,Education,550519,Partial
29,Salaried,72765,849,700104,No,Higher Studies,165925,12,No,Education,165925,Approved
39,Business,24772,740,253630,Yes,PhD,698665,7,Yes,Education,437824,Partial
26,Business,45347,627,529390,No,PhD,455930,21,Yes,Education,455930,Partial
55,Business,76859,560,761616,Yes,Higher Studies,1372427,21,Yes,Education,1372427,Approved
37,Student,56369,577,501389,No,Skill Course,1408893,24,Yes,Education,1031483,Approved
40,Salaried,48286,883,237761,Yes,PhD,1094407,23,No,Education,703273,Partial
48,Student,116550,718,773851,No,Higher Studies,1831936,9,No,Education,1831936,Partial
25,Business,57126,701,1178615,Yes,Abroad Studies,1449830,1,No,Education,263370,Rejected
53,Student,74096,680,912516,Yes,Skill Course,759558,25,Yes,Education,759558,Approved
51,Salaried,34726,785,810295,Yes,PhD,1589969,2,Yes,Education,432342,Approved
34,Self-Employed,25332,631,236433,Yes,Higher Studies,921867,4,No,Education,45194,Rejected
54,Salaried,68254,763,325566,Yes,Higher Studies,488212,2,Yes,Education,488212,Approved
25,Business,32432,503,1085192,No,Higher Studies,123496,23,No,Education,12573,Rejected
26,Student,43740,671,626838,No,Higher Studies,1336549,21,Yes,Education,962137,Partial
56,Self-Employed,30136,676,683522,Yes,Abroad Studies,1637915,2,Yes,Education,95619,Rejected
21,Student,59141,871,815217,No,Higher Studies,1993601,3,No,Education,1462665,Approved
45,Business,22419,582,844154,No,Higher Studies,1576562,10,Yes,Education,480361,Partial
49,Student,40123,872,583849,No,Skill Course,1721110,2,Yes,Education,1011598,Approved
39,Self-Employed,43776,680,869884,Yes,Higher Studies,1207200,13,No,Education,136325,Rejected
57,Salaried,42351,845,172353,No,PhD,478766,1,No,Education,478766,Partial
50,Business,39487,603,202400,Yes,PhD,1881048,14,No,Education,41240,Rejected
56,Salaried,79404,720,311923,Yes,Skill Course,1170589,15,No,Education,1149421,Partial
52,Business,22956,756,1043992,No,Higher Studies,302526,13,Yes,Education,302526,Approved
58,Business,137114,621,315516,No,PhD,211976,11,Yes,Education,211976,Approved
29,Salaried,61358,816,1039439,Yes,Abroad Studies,106052,11,No,Education,106052,Approved
52,Salaried,50592,733,152895,No,PhD,676945,8,No,Education,35654,Rejected
38,Business,145943,571,708072,No,Higher Studies,1118114,1,Yes,Education,1118114,Approved
49,Self-Employed,33752,569,802534,Yes,Higher Studies,1748993,16,Yes,Education,655512,Partial
24,Salaried,32183,877,393293,No,Skill Course,489923,4,Yes,Education,489923,Approved
44,Self-Employed,137749,572,305557,Yes,PhD,248646,2,Yes,Education,248646,Approved
21,Business,42959,888,201663,No,Skill Course,576060,18,No,Education,576060,Partial
47,Self-Employed,63505,677,559158,No,PhD,1853916,16,Yes,Education,1725303,Partial
53,Self-Employed,106501,858,193313,Yes,Higher Studies,640681,25,Yes,Education,640681,Approved
56,Business,26002,537,467397,No,Abroad Studies,807568,15,No,Education,71567,Rejected
55,Business,34066,676,1169142,Yes,Skill Course,1236534,23,No,Education,83340,Rejected
35,Business,119049,618,1152864,Yes,Higher Studies,1034314,11,No,Education,1034314,Partial
46,Student,30995,647,852707,Yes,Higher Studies,1345848,7,Yes,Education,170158,Rejected
27,Salaried,42932,604,233315,Yes,Higher Studies,1070351,4,Yes,Education,5006,Rejected
30,Student,73074,895,835928,Yes,Abroad Studies,1429271,22,Yes,Education,1398463,Approved
35,Student,58784,742,391461,Yes,Abroad Studies,1018001,3,Yes,Education,1018001,Partial
43,Salaried,48178,704,126480,Yes,Skill Course,550046,11,Yes,Education,550046,Partial
58,Student,49183,729,938681,No,Higher Studies,1704289,2,No,Education,1081491,Partial
50,Salaried,127993,780,157914,Yes,Skill Course,1520901,1,No,Education,1520901,Partial
21,Self-Employed,68972,535,750248,Yes,PhD,195645,2,Yes,Education,195645,Partial
60,Salaried,124147,878,385454,No,Skill Course,1538698,12,Yes,Education,1538698,Approved
25,Salaried,35954,674,47364,Yes,Higher Studies,254534,13,No,Education,2889,Rejected
36,Business,42753,776,426523,No,Abroad Studies,143015,10,No,Education,143015,Partial
31,Student,27142,544,43182,Yes,PhD,756625,16,Yes,Education,74938,Rejected
27,Business,26021,681,411685,Yes,Skill Course,794220,8,Yes,Education,8375,Rejected
57,Salaried,79241,687,117297,No,PhD,1170463,8,Yes,Education,1170463,Partial
28,Salaried,34551,618,33621,No,PhD,800622,22,No,Education,48776,Rejected
26,Self-Employed,39450,800,371245,No,Abroad Studies,978875,2,Yes,Education,978875,Approved
30,Business,37061,532,988766,No,Higher Studies,1033059,1,Yes,Education,635264,Partial
31,Self-Employed,68047,524,924814,Yes,Higher Studies,839396,4,Yes,Education,839396,Partial
21,Student,34212,514,1075146,No,Skill Course,1253932,7,No,Education,149153,Rejected
50,Business,42633,571,1103732,Yes,Skill Course,595626,23,Yes,Education,595626,Partial
59,Self-Employed,32302,760,1086444,No,Skill Course,1949830,6,No,Education,712516,Partial
53,Self-Employed,44706,601,133192,Yes,Skill Course,1225446,18,Yes,Education,59936,Rejected
29,Self-Employed,22905,663,604604,Yes,Higher Studies,238493,24,Yes,Education,238493,Partial
57,Self-Employed,72058,580,47358,Yes,Higher Studies,680907,2,Yes,Education,680907,Partial
49,Business,24167,747,531074,No,Higher Studies,1984314,23,Yes,Education,502127,Partial
24,Business,26456,507,742331,Yes,PhD,846290,15,No,Education,140841,Rejected
35,Self-Employed,72407,520,208028,No,PhD,726079,22,Yes,Education,726079,Partial
31,Self-Employed,45728,531,1155004,No,PhD,440163,3,No,Education,440163,Partial
33,Salaried,20458,647,871155,No,PhD,1679455,14,No,Education,80201,Rejected
26,Business,21980,637,554219,No,PhD,1004890,21,Yes,Education,583141,Partial
59,Self-Employed,68598,602,653970,No,Abroad Studies,371530,6,No,Education,371530,Partial
28,Salaried,24812,701,881794,Yes,Skill Course,659006,24,No,Education,10299,Rejected
55,Business,92857,825,329369,Yes,Higher Studies,1479957,24,No,Education,1281540,Approved
42,Self-Employed,73599,793,986646,Yes,Skill Course,1214906,12,Yes,Education,976608,Approved
33,Salaried,57894,590,787231,No,Skill Course,1607365,13,Yes,Education,1159386,Approved
45,Student,46085,676,582563,No,Abroad Studies,1015587,7,No,Education,1001994,Partial
38,Business,43859,665,821757,Yes,Skill Course,365233,14,Yes,Education,2900,Rejected
55,Salaried,47484,799,1085448,Yes,PhD,1349786,11,Yes,Education,800258,Approved
57,Business,47664,615,522328,Yes,Abroad Studies,602472,15,No,Education,602472,Partial
28,Student,24015,794,130392,No,Abroad Studies,1762283,21,Yes,Education,652785,Partial
40,Student,56996,735,969601,No,Abroad Studies,318627,8,No,Education,318627,Partial
28,Business,126697,757,272176,Yes,Higher Studies,1268074,12,No,Education,1268074,Approved
38,Self-Employed,49682,659,564759,No,Higher Studies,335779,22,No,Education,335779,Partial
22,Business,78683,758,486751,No,Abroad Studies,1310695,15,No,Education,1310695,Approved
33,Self-Employed,23652,608,117813,No,Higher Studies,151561,5,No,Education,1495,Rejected
23,Salaried,143419,766,288484,Yes,Skill Course,1071221,10,Yes,Education,1071221,Approved
40,Self-Employed,96177,776,854658,Yes,Higher Studies,516199,16,Yes,Education,516199,Approved
43,Self-Employed,32804,592,76180,Yes,Abroad Studies,821356,19,No,Education,92339,Rejected
34,Self-Employed,24940,834,495716,Yes,Higher Studies,702573,17,Yes,Education,572344,Approved
35,Student,27426,612,1083834,No,PhD,292178,2,No,Education,33518,Rejected
